,accuracuy,precision,recall,f1_score,name,embeddings_type,data,best_params,is_train,accuracy
57,0.5873333333333334,0.6010768257881972,0.5873333333333333,0.5886475039653268,SVC,bert_small,title,{},False,
58,0.3849016688866254,0.4185514846152849,0.3791482106061186,0.3728955237556484,NaiveBayes,bert_small,title,{},True,
59,0.3643333333333333,0.4035627445193854,0.3643333333333333,0.3568117190230321,NaiveBayes,bert_small,title,{},False,
60,0.9568283318968894,0.9554898846909016,0.9573911966005072,0.9562027027256996,MLP,bert_small,synopsis,{},True,
61,0.6833333333333333,0.6850124131088992,0.6833333333333335,0.6814940122170434,MLP,bert_small,synopsis,{},False,
62,0.8479589438219854,0.8508091651149459,0.8470915314749788,0.8483429537710133,SVC,bert_small,synopsis,{},True,
63,0.6826666666666666,0.6887710381485872,0.6826666666666666,0.6835280770722558,SVC,bert_small,synopsis,{},False,
64,0.4813915223693489,0.4960950120819168,0.4768101383216528,0.4723469819096113,NaiveBayes,bert_small,synopsis,{},True,
65,0.4623333333333333,0.4850557495510774,0.4623333333333334,0.4573907218677686,NaiveBayes,bert_small,synopsis,{},False,
66,0.969952205594296,0.9697237367653282,0.970183419903764,0.9699366190911044,MLP,bert_small,both,{},True,
67,0.7103333333333334,0.7146091334674957,0.7103333333333334,0.7112012676887914,MLP,bert_small,both,{},False,
68,0.9961216015043484,0.9962171861094632,0.996113637277808,0.9961612607156376,SVC,bert_small,both,{},True,
69,0.716,0.7220992871828389,0.716,0.7171952162910308,SVC,bert_small,both,{},False,
70,0.4893441980725534,0.5088864863134512,0.4857148422504262,0.4799705356404249,NaiveBayes,bert_small,both,{},True,
71,0.47,0.4950443082147584,0.47,0.4631457874363291,NaiveBayes,bert_small,both,{},False,
0,,0.7858748580700128,0.7704619289169592,0.7744764552898576,MLP,bert_large,title,{},True,0.7765023897202852
1,,0.6298168783732058,0.6126666666666668,0.6146279874227102,MLP,bert_large,title,{},False,0.6126666666666667
2,,0.7981887953279702,0.7899156969042731,0.7926335879110075,SVC,bert_large,title,{},True,0.7918592807333699
3,,0.6338278030533527,0.6236666666666666,0.6258698804955805,SVC,bert_large,title,{},False,0.6236666666666667
4,,0.46617821378898494,0.406158540239855,0.39927469183211123,NaiveBayes,bert_large,title,{},True,0.4156154509127948
5,,0.43543398571560876,0.39033333333333337,0.37686735203371485,NaiveBayes,bert_large,title,{},False,0.3903333333333333
6,,0.941114218404114,0.9386544483905844,0.9391211589572604,MLP,bert_large,synopsis,{},True,0.9394734780224085
7,,0.7406703633445111,0.733,0.7336351601247062,MLP,bert_large,synopsis,{},False,0.733
8,,0.8700961014724439,0.8679493750041523,0.8685836460357097,SVC,bert_large,synopsis,{},True,0.8685653843140327
9,,0.745302990691402,0.7406666666666667,0.7414419142075456,SVC,bert_large,synopsis,{},False,0.7406666666666667
10,,0.5668938998481141,0.5488181790835528,0.5495176990329552,NaiveBayes,bert_large,synopsis,{},True,0.5508501136096529
11,,0.5549234143243247,0.5319999999999999,0.5333122367177274,NaiveBayes,bert_large,synopsis,{},False,0.532
12,,0.886184908752129,0.884055433489839,0.883844877288618,MLP,bert_large,both,{},True,0.8846666144323435
13,,0.7579557017844186,0.756,0.7551280129719484,MLP,bert_large,both,{},False,0.756
14,,0.9853030080051415,0.9852351735334485,0.9852533038767405,SVC,bert_large,both,{},True,0.9852699208650004
15,,0.7542917850275307,0.7513333333333333,0.7519221979849711,SVC,bert_large,both,{},False,0.7513333333333333
16,,0.5641908757888909,0.5347585675412135,0.5333407814622824,NaiveBayes,bert_large,both,{},True,0.5389015121836559
17,,0.535750666067521,0.5066666666666666,0.5037789963965236,NaiveBayes,bert_large,both,{},False,0.5066666666666667
